gameId,playId,nflId,tackle,assist,forcedFumble,pff_missedTackle,week,ballCarrierId,player_x,player_y,player_s,player_a,player_dir,ball_x,ball_y,ball_s,ball_a,ball_dir
2022091102,2352,46290,1,0,0,0,1,46377,20.05,35.84,2.94,2.93,308.92,19.1,36.48,1.15,0.99,135.77
2022091102,2759,54504,1,0,0,0,1,52625,77.76,36.12,6.1,1.98,165.02,78.91,35.42,5.81,1.66,194.96
2022091102,3783,52571,1,0,0,0,1,52625,51.5,8.21,1.27,1.84,286.2,49.27,10.49,3.16,1.96,182.48
2022091102,4102,54639,1,0,0,0,1,53432,30.59,26.84,0.05,0.25,354.89,24.93,30.01,0.0,0.0,71.73
2022091103,520,46146,1,0,0,0,1,53453,37.31,29.95,3.49,3.91,8.93,37.74,30.39,2.41,4.95,58.04
2022091103,1037,44842,1,0,0,0,1,44860,73.42,18.53,4.12,3.2,285.46,68.12,22.67,3.83,4.03,145.57
2022091103,1315,46080,1,0,0,0,1,44860,37.65,34.95,4.59,2.09,286.28,33.35,32.34,6.37,1.64,31.14
2022091103,1672,46080,1,0,0,0,1,44860,95.96,8.56,9.8,0.19,135.95,95.05,6.99,9.86,2.22,125.28
2022091103,2172,46097,1,0,0,0,1,44860,48.7,8.43,7.27,3.75,180.6,53.3,3.95,7.56,1.63,239.64
2022091103,2222,44842,1,0,0,0,1,44927,45.07,33.35,4.37,2.3,221.18,46.2,30.45,5.59,3.29,280.28
2022091103,2291,46698,1,0,0,0,1,53434,16.12,37.01,1.47,5.05,325.53,16.89,37.3,2.13,2.18,294.15
2022091103,3251,43325,1,0,0,0,1,52409,72.9,15.7,8.12,3.35,104.27,74.46,16.89,8.11,3.8,125.14
2022091103,4175,43641,1,0,0,0,1,53484,41.84,12.88,7.62,0.86,188.42,40.36,11.35,5.41,1.84,174.81
2022091103,4686,43641,1,0,0,0,1,52457,75.05,48.99,6.36,3.75,330.86,70.8,50.6,3.84,5.35,25.95
2022091103,5096,43350,1,0,0,0,1,53484,72.88,32.79,5.99,2.03,201.86,71.43,32.15,5.92,0.4,160.12
2022091104,803,52411,1,0,0,0,1,47836,52.43,2.97,3.6,4.23,228.58,49.13,2.97,5.54,4.94,129.47
2022091104,910,54653,1,0,0,0,1,53579,88.15,27.78,0.38,0.96,132.31,88.07,27.1,0.32,2.95,132.07
2022091104,999,47900,1,0,0,0,1,47836,14.46,13.86,2.6,0.51,202.94,17.53,14.95,6.99,2.15,198.64
2022091104,1528,46259,1,0,0,0,1,46118,25.85,8.56,7.75,1.31,219.77,29.6,2.08,8.15,2.33,270.45
2022091104,2269,44888,1,0,0,0,1,47836,16.31,17.23,8.48,1.44,173.62,17.58,16.7,8.75,1.12,185.57
2022091104,2781,43351,1,0,0,0,1,52443,46.07,44.99,5.88,2.65,7.27,44.34,45.62,8.2,0.48,19.37
2022091104,2974,47888,1,0,0,0,1,52443,86.52,29.88,3.65,2.31,198.31,83.72,28.8,6.17,1.76,112.9
2022091104,3172,46151,1,0,0,0,1,52461,47.12,51.63,3.57,4.52,301.61,54.15,37.06,7.19,3.94,332.21
2022091105,228,43356,1,0,0,0,1,52449,84.04,27.23,2.39,2.98,156.36,87.9,26.78,4.75,3.99,264.16
2022091105,503,46304,1,0,0,0,1,41246,36.65,39.28,7.55,1.96,344.97,32.47,45.15,4.34,2.81,36.45
2022091105,667,44964,1,0,0,0,1,52449,37.07,40.74,7.66,0.95,331.58,39.99,42.59,8.0,1.34,328.95
2022091105,1259,42441,1,0,0,0,1,52442,88.37,3.38,6.42,1.67,235.6,85.22,2.76,2.62,4.07,167.01
2022091105,1913,43358,1,0,0,0,1,40138,59.04,10.84,1.22,1.87,40.11,61.9,13.79,4.48,4.69,208.51
2022091105,2369,46729,1,0,0,0,1,43396,67.31,41.82,3.3,1.78,213.67,64.79,39.81,3.2,2.64,22.02
2022091105,2718,38540,1,0,0,0,1,41246,29.21,11.21,5.47,5.33,33.56,27.99,12.18,5.19,3.95,36.89
2022091105,4041,54468,1,0,0,0,1,52449,57.89,45.18,4.91,2.63,292.65,49.73,42.21,6.29,0.46,28.78
2022091106,154,53465,1,0,0,0,1,53549,72.22,10.9,8.23,2.95,196.41,66.76,6.45,6.56,3.52,140.26
2022091106,607,53465,1,0,0,0,1,53549,50.46,41.77,8.57,1.97,1.35,43.36,46.68,9.37,2.78,36.85
2022091106,1544,35466,1,0,0,0,1,43454,64.33,46.31,1.5,5.39,267.52,64.07,45.89,2.17,4.58,120.77
2022091106,1874,47796,1,0,0,0,1,47870,19.7,39.73,3.63,2.46,4.3,18.33,41.19,4.89,1.94,71.86
2022091106,2019,44887,1,0,0,0,1,42363,67.8,18.24,3.75,4.69,238.76,65.53,16.45,4.09,3.37,17.7
2022091106,2584,43503,1,0,0,0,1,48097,75.37,10.06,7.79,1.32,183.25,79.21,7.23,7.77,4.85,231.06
2022091106,2767,46212,1,0,0,0,1,46203,29.61,24.07,1.9,2.03,220.41,26.57,23.44,4.2,2.86,86.61
2022091106,2935,35466,1,0,0,0,1,46203,66.51,36.93,4.82,3.72,327.99,62.46,38.15,5.73,4.31,88.47
2022091107,275,47881,1,0,0,0,1,43362,49.77,18.54,3.42,1.39,265.15,48.17,20.14,3.8,3.75,151.03
2022091107,959,54491,1,0,0,0,1,43362,39.04,27.91,0.72,0.7,9.06,37.81,29.27,3.6,1.5,105.07
2022091107,1696,37778,1,0,0,0,1,53536,37.14,25.33,1.82,4.77,34.16,34.93,26.23,5.6,2.38,81.11
2022091107,1841,37145,1,0,0,0,1,53536,81.47,32.0,2.86,2.56,180.57,80.65,29.83,4.18,0.51,69.04
2022091107,1879,44854,1,0,0,0,1,46226,89.34,18.31,5.23,2.17,198.63,89.09,17.48,3.31,1.65,143.54
2022091107,2092,46186,1,0,0,0,1,46101,50.01,46.66,6.16,3.67,341.4,35.58,50.51,7.2,2.42,50.94
2022091107,2219,52479,1,0,0,0,1,53536,100.2,29.09,6.08,1.86,335.55,100.41,36.21,2.56,6.47,280.88
2022091107,2659,41243,1,0,0,0,1,43362,43.19,18.4,3.42,2.92,148.05,42.56,17.0,4.54,1.86,93.9
2022091107,3115,41243,1,0,0,0,1,46155,94.79,35.56,0.05,0.13,171.1,94.56,34.83,0.04,0.05,298.54
2022091107,3299,44854,1,0,0,0,1,46226,63.73,37.54,0.16,2.79,114.77,63.99,37.41,0.66,2.63,49.69
2022091107,3398,44999,1,0,0,0,1,33099,82.35,29.69,1.21,0.74,274.64,81.18,29.63,0.63,0.32,85.3
2022091107,3503,54479,1,0,0,0,1,46226,95.87,13.52,4.39,3.87,228.77,92.04,14.76,3.93,4.33,164.93
2022091109,412,54492,1,0,0,0,1,43291,85.97,27.45,2.21,5.07,211.48,71.8,28.06,5.78,2.09,116.11
2022091109,888,52428,1,0,0,0,1,43722,67.19,37.73,2.77,2.59,3.65,63.7,34.06,5.66,1.53,38.34
2022091109,928,53494,1,0,0,0,1,47859,43.04,46.01,5.72,0.85,18.27,47.82,47.08,5.86,2.26,336.97
2022091109,1636,44926,1,0,0,0,1,52474,102.8,29.44,6.21,2.62,218.21,103.15,27.14,6.32,0.91,252.94
2022091109,1729,43352,1,0,0,0,1,52474,73.15,8.15,5.75,1.72,172.85,77.17,5.35,5.11,2.62,181.05
2022091109,1886,53448,1,0,0,0,1,46116,49.65,10.33,6.85,2.18,179.47,48.41,8.53,7.31,1.6,172.5
2022091109,1915,53503,1,0,0,0,1,44849,61.91,8.24,8.4,3.54,150.15,60.52,5.64,8.92,3.7,135.02
2022091109,2404,43313,1,0,0,0,1,52733,80.99,34.01,2.15,5.94,231.51,83.19,30.74,6.56,1.95,296.42
2022091109,2452,53448,1,0,0,0,1,46116,19.46,9.94,7.47,1.23,193.34,20.58,7.17,6.96,1.87,194.14
2022091109,3544,46456,1,0,0,0,1,44852,85.34,36.01,6.12,1.95,37.71,88.7,37.13,4.44,1.51,344.56
2022091110,514,53445,1,0,0,0,1,52440,62.59,45.94,8.06,2.54,317.29,63.83,50.85,7.93,2.07,266.44
2022091110,543,53445,1,0,0,0,1,46243,56.63,8.74,7.53,2.77,144.38,58.68,8.44,7.92,1.5,193.34
2022091110,1092,53445,1,0,0,0,1,54716,53.93,27.9,4.14,1.7,224.4,49.36,26.7,5.06,1.0,116.29
2022091110,1312,44848,1,0,0,0,1,54716,103.4,43.05,8.93,2.23,350.02,100.34,44.78,8.45,0.99,32.21
2022091110,1539,52539,1,0,0,0,1,41325,43.42,27.43,3.67,2.17,161.72,42.76,26.17,4.13,4.71,114.55
2022091110,2845,43376,1,0,0,0,1,53591,107.39,18.73,7.51,1.33,186.1,105.9,16.91,4.27,1.06,147.45
2022091110,2978,53487,1,0,0,0,1,44917,71.49,12.33,4.64,0.61,140.64,74.97,11.04,3.59,1.04,239.53
2022091110,3797,49410,1,0,0,0,1,54716,82.77,18.16,6.03,0.52,196.63,83.76,17.38,6.77,0.78,222.2
2022091110,3821,52522,1,0,0,0,1,54716,77.73,22.34,2.08,1.45,209.8,79.39,21.64,4.49,1.19,240.78
2022091111,475,42935,1,0,0,0,1,44931,42.72,36.81,4.13,2.44,322.78,41.41,36.96,6.01,1.12,12.17
2022091111,694,53509,1,0,0,0,1,54725,58.15,16.23,4.75,0.94,196.84,57.62,14.89,1.73,2.46,168.92
2022091111,730,46214,1,0,0,0,1,45573,57.72,26.94,0.97,0.68,12.81,57.84,27.18,2.23,5.69,32.92
2022091111,818,43292,1,0,0,0,1,47807,18.15,23.04,4.21,2.86,56.69,18.58,23.96,4.14,1.92,79.06
2022091111,1148,47843,1,0,0,0,1,42547,57.89,26.88,2.23,5.62,279.69,50.17,23.48,6.22,2.53,26.54
2022091111,1484,53509,1,0,0,0,1,44856,40.44,27.71,1.38,3.67,351.67,40.11,28.19,1.82,3.12,337.57
2022091111,1706,41231,1,0,0,0,1,39212,34.9,31.89,3.49,2.24,5.77,34.94,31.78,3.64,1.61,8.9
2022091111,1761,46086,1,0,0,0,1,41282,54.51,44.84,5.61,3.82,312.63,42.96,50.43,2.92,2.23,302.4
2022091111,2113,47810,1,0,0,0,1,52520,34.54,21.36,5.29,5.7,341.52,36.74,24.17,6.84,0.77,291.59
2022091111,2522,47889,1,0,0,0,1,45573,86.28,23.75,6.48,1.88,200.1,86.59,19.28,2.74,5.19,253.37
2022091111,2725,38551,1,0,0,0,1,45573,11.29,28.77,2.44,2.51,330.95,9.75,28.19,6.42,5.04,10.97
2022091111,2967,46387,1,0,0,0,1,46100,78.99,14.26,1.51,1.33,157.15,79.37,13.87,1.72,1.48,135.97
2022091112,573,37078,1,0,0,0,1,52470,59.48,35.98,2.6,3.63,193.79,59.95,33.82,3.68,2.92,302.82
2022091112,941,42427,1,0,0,0,1,52470,81.59,5.68,7.28,4.56,158.05,81.88,4.33,6.48,4.2,148.23
2022091112,2246,52525,1,0,0,0,1,44995,56.82,45.07,7.41,1.6,47.51,57.6,47.13,7.5,3.68,38.87
2022091112,2475,47795,1,0,0,0,1,44853,77.73,41.41,7.19,0.58,323.09,79.94,45.61,8.94,0.87,337.29
2022091112,2981,43404,1,0,0,0,1,47885,87.45,17.51,4.84,1.37,170.11,85.79,16.48,5.24,1.9,111.86
2022091112,3200,52497,1,0,0,0,1,41230,57.69,10.02,4.62,2.38,150.0,63.07,9.54,4.99,2.39,216.09
2022091108,83,47899,1,0,0,0,1,47789,45.29,32.36,3.68,4.06,221.39,31.37,24.81,6.0,2.38,60.72
2022091108,104,47971,1,0,0,0,1,47789,43.52,38.52,7.1,3.26,349.16,33.72,41.78,7.84,2.29,37.7
2022091108,216,47891,1,0,0,0,1,54483,16.12,4.75,7.11,2.74,139.55,23.76,1.19,5.76,3.46,254.8
2022091108,371,48462,1,0,0,0,1,46309,43.01,12.96,6.63,1.3,175.09,40.52,11.49,8.35,2.28,152.58
2022091108,445,43353,1,0,0,0,1,46309,51.33,22.39,3.56,5.06,194.3,51.54,22.34,2.06,3.05,157.02
2022091108,1778,46846,1,0,0,0,1,46309,52.42,46.36,9.34,2.15,22.81,54.09,46.9,5.82,5.01,10.28
2022091108,2962,47802,1,0,0,0,1,46071,52.75,21.56,3.52,1.78,258.6,50.16,23.06,4.92,2.13,172.23
2022091108,3084,47915,1,0,0,0,1,46071,102.05,27.67,0.25,1.01,112.81,101.74,27.98,0.51,0.98,188.15
2022091108,3417,48462,1,0,0,0,1,45186,89.29,30.89,2.95,0.45,45.17,89.35,31.62,3.97,2.23,72.64
2022091113,1017,41235,1,0,0,0,1,44816,67.67,27.51,0.31,4.39,268.22,71.85,26.17,5.67,1.91,253.09
2022091113,1318,40031,1,0,0,0,1,43293,32.19,32.81,5.69,1.42,296.95,24.62,31.66,6.64,3.12,40.29
2022091113,1689,43478,1,0,0,0,1,44896,94.91,45.97,5.22,3.82,11.15,97.95,48.28,5.29,4.79,357.79
2022091113,2494,46088,1,0,0,0,1,44816,85.79,39.75,5.61,4.1,7.19,85.04,39.39,4.27,2.55,13.68
2022091113,2866,47882,1,0,0,0,1,46206,69.66,43.32,8.21,2.45,329.49,67.15,44.12,6.01,2.06,350.94
2022091113,2933,47841,1,0,0,0,1,44816,68.04,18.99,2.17,4.67,13.44,70.3,19.8,3.58,2.13,352.2
2022091113,3173,47996,1,0,0,0,1,54556,73.9,30.13,1.63,2.05,135.66,77.87,28.92,4.27,1.88,298.21
2022091113,3577,40031,1,0,0,0,1,53608,79.29,15.87,6.58,0.17,232.6,75.2,13.58,1.47,1.32,211.44
2022091113,3722,53504,1,0,0,0,1,42369,66.68,19.43,5.76,0.23,154.14,69.83,17.92,3.8,4.44,205.48
2022091200,1967,41464,1,0,0,0,1,42358,29.21,33.66,4.15,1.83,353.25,27.14,34.44,5.16,3.91,20.23
2022091200,2093,47871,1,0,0,0,1,53464,72.62,49.53,1.62,0.87,27.3,71.36,49.9,2.46,1.1,63.76
2022091200,2268,52435,1,0,0,0,1,42358,108.12,31.39,2.82,1.68,300.27,104.57,33.31,4.64,4.05,118.1
2022091200,2479,45011,1,0,0,0,1,46096,78.56,23.6,2.17,1.15,10.2,81.25,24.75,4.76,1.45,274.96
2022091200,2522,53438,1,0,0,0,1,47847,65.28,20.86,2.03,1.51,346.63,64.8,21.18,2.13,0.7,334.27
2022091200,2883,42929,1,0,0,0,1,39987,72.02,39.59,8.42,1.0,4.35,78.19,42.25,8.78,0.92,317.42
2022091500,55,47913,1,0,0,0,2,52440,82.17,32.31,1.89,2.86,243.91,83.43,30.88,4.91,1.61,290.99
2022091500,257,47984,1,0,0,0,2,44819,52.89,40.44,1.28,0.76,325.96,53.0,39.78,1.15,1.16,313.24
2022091500,651,52471,1,0,0,0,2,45573,53.54,19.53,4.02,4.32,208.85,52.58,18.26,1.7,5.9,91.35
2022091500,1386,42935,1,0,0,0,2,47839,35.33,36.23,5.35,3.75,201.92,31.93,33.57,4.28,6.1,129.5
2022091500,1482,52546,1,0,0,0,2,53506,75.01,47.2,4.57,3.52,15.66,80.22,49.93,4.23,2.12,355.86
2022091500,1983,47846,1,0,0,0,2,52520,87.42,33.26,4.27,5.3,178.26,85.5,32.1,6.33,1.91,119.9
2022091500,2286,42935,1,0,0,0,2,52440,55.8,23.46,5.91,1.34,219.04,56.07,22.98,6.1,1.55,240.4
2022091500,2874,46264,1,0,0,0,2,40011,12.27,33.78,1.89,1.58,321.29,12.25,34.17,2.41,2.33,302.59
2022091500,3032,52471,1,0,0,0,2,53506,53.87,8.92,5.4,1.59,147.3,59.48,5.35,3.12,4.59,233.37
2022091500,3903,52471,1,0,0,0,2,45573,13.32,48.79,8.27,1.44,21.97,17.55,50.02,6.48,3.35,348.51
2022091800,117,37778,1,0,0,0,2,53435,74.96,12.05,5.79,0.27,194.78,76.41,10.8,5.5,2.97,219.28
2022091800,471,47796,1,0,0,0,2,42469,71.88,28.15,2.49,1.27,332.93,70.8,29.43,5.13,1.81,94.22
2022091800,2953,42361,1,0,0,0,2,53435,92.26,47.32,7.7,2.42,25.03,91.46,48.94,6.99,3.78,41.24
2022091800,2977,52436,1,0,0,0,2,46111,102.52,42.33,8.19,1.02,14.02,101.85,44.52,8.41,1.24,15.72
2022091800,3398,47796,1,0,0,0,2,47896,83.3,28.8,2.96,1.17,205.5,82.49,28.89,2.06,3.68,209.34
2022091800,3898,44854,1,0,0,0,2,46203,95.62,15.78,8.23,0.69,157.75,93.76,14.14,9.16,0.7,128.53
2022091801,218,42467,1,0,0,0,2,52523,94.8,11.23,7.58,2.24,184.04,98.82,7.82,7.08,2.14,189.54
2022091801,645,44903,1,0,0,0,2,33099,52.23,22.8,4.94,2.7,209.71,39.33,24.24,6.76,0.88,137.74
2022091801,1391,52505,1,0,0,0,2,54501,66.08,17.84,8.15,0.06,178.12,70.5,15.24,8.6,3.16,236.52
2022091802,390,53503,1,0,0,0,2,53541,91.87,13.75,0.18,1.96,325.26,92.32,13.91,1.4,1.71,324.17
2022091802,518,52411,1,0,0,0,2,44852,95.1,3.21,3.55,3.55,182.4,94.56,2.76,4.71,3.9,208.56
2022091802,1055,47809,1,0,0,0,2,52443,42.16,25.95,1.3,3.74,133.45,42.39,25.51,4.2,1.77,238.23
2022091802,2306,46099,1,0,0,0,2,47859,67.09,39.58,9.33,1.07,2.12,67.82,40.23,9.21,1.29,354.46
2022091802,2473,53592,1,0,0,0,2,47791,50.83,36.1,4.91,4.46,332.98,49.94,36.37,4.77,3.7,31.19
2022091802,2585,54653,1,0,0,0,2,52474,59.73,37.33,1.74,5.04,341.92,59.2,37.13,4.92,2.6,313.55
2022091802,2710,53503,1,0,0,0,2,53541,77.94,1.57,10.14,1.37,94.4,79.16,0.82,10.15,1.32,90.0
2022091802,2995,52411,1,0,0,0,2,47859,56.86,45.47,6.91,2.74,92.25,57.78,43.98,7.07,1.44,75.45
2022091802,3395,46099,1,0,0,0,2,43722,42.2,31.45,4.27,2.75,235.37,36.7,27.68,2.92,2.36,71.54
2022091803,526,47872,1,0,0,0,2,53454,91.11,25.27,2.17,5.15,349.15,86.99,29.32,5.98,0.5,111.96
2022091803,883,46249,1,0,0,0,2,52449,56.92,26.85,2.29,0.53,186.15,55.47,26.56,4.83,2.94,127.93
2022091803,1388,38540,1,0,0,0,2,44835,52.84,48.79,6.97,4.46,350.31,53.47,49.0,7.33,2.94,349.51
2022091803,1766,46304,1,0,0,0,2,52733,85.13,40.17,6.76,1.35,15.18,86.2,41.56,5.27,4.2,348.8
2022091803,2219,47872,1,0,0,0,2,53454,64.45,6.28,3.09,2.12,201.2,66.76,4.84,6.71,2.01,225.89
2022091804,80,52453,1,0,0,0,2,37101,73.57,9.73,5.55,3.6,143.13,78.26,8.26,4.34,0.79,249.98
2022091804,112,52453,1,0,0,0,2,37101,61.89,28.67,3.99,3.59,79.84,70.0,28.72,6.32,5.29,270.32
2022091804,197,38619,1,0,0,0,2,37101,41.25,40.07,3.95,0.96,354.82,42.72,39.68,5.64,2.56,324.11
2022091804,1126,53489,1,0,0,0,2,44816,56.97,25.12,5.91,1.22,160.21,61.45,22.54,5.85,2.17,214.34
2022091804,1174,41257,1,0,0,0,2,46263,59.98,38.51,6.22,2.98,180.17,62.13,36.95,6.03,0.51,198.93
2022091804,3201,40017,1,0,0,0,2,47991,69.86,17.3,4.31,4.41,105.38,74.33,21.01,7.08,3.44,197.09
2022091804,4086,43409,1,0,0,0,2,44816,48.16,35.14,0.35,2.38,247.3,48.34,35.52,0.23,0.81,345.2
2022091805,203,43333,1,0,0,0,2,44820,78.06,9.68,1.71,2.58,186.49,77.85,10.32,2.2,1.67,160.38
2022091805,327,52518,1,0,1,0,2,43808,69.39,8.51,1.38,1.18,40.1,69.37,9.09,1.43,0.67,8.08
2022091805,415,46527,1,0,0,0,2,46071,80.64,37.97,5.46,4.03,327.46,78.1,40.0,2.63,4.36,53.42
2022091805,486,45004,1,0,0,0,2,46309,88.6,7.92,4.27,2.21,319.91,84.87,9.93,0.45,3.89,187.96
2022091805,556,45004,1,0,0,0,2,48489,97.66,45.6,6.23,3.19,18.91,97.65,46.57,6.9,2.27,30.03
2022091805,773,47891,1,0,0,0,2,44820,71.1,11.7,8.12,0.92,203.83,71.37,10.01,5.99,0.61,220.82
2022091805,797,47800,1,0,1,0,2,46070,66.48,12.62,6.93,1.73,186.45,69.75,10.66,7.89,2.63,197.91
2022091805,1158,46205,1,0,0,0,2,46309,76.99,12.26,2.87,4.5,107.6,80.15,11.74,3.38,2.18,348.22
2022091805,1676,47891,1,0,0,0,2,46070,95.09,5.31,6.02,1.39,182.14,95.18,4.81,6.06,1.82,173.84
2022091805,1765,47799,1,0,0,0,2,46309,76.08,31.03,1.1,2.91,133.96,76.13,31.38,2.09,2.74,130.68
2022091805,2292,44830,1,0,0,0,2,44820,57.03,47.99,4.58,1.28,310.97,47.53,44.82,8.22,1.07,23.87
2022091805,2675,42368,1,0,0,0,2,46071,98.52,22.51,3.36,1.53,170.48,101.84,23.15,5.54,3.05,216.53
2022090800,167,43298,1,0,0,0,1,42489,51.81,31.16,4.34,3.6,207.23,52.38,28.57,4.83,1.14,222.47
2022090800,1030,47862,1,0,0,0,1,52536,62.43,38.35,2.85,5.93,202.97,59.74,37.87,3.21,4.67,135.0
2022090800,1102,42816,1,0,0,0,1,52494,86.09,43.57,0.58,0.49,196.6,86.57,43.55,0.71,0.73,314.82
2022090800,1230,46190,1,0,0,0,1,53678,57.21,19.11,2.6,1.8,22.57,58.92,20.73,1.5,1.9,281.44
2022090800,1358,44976,1,0,0,0,1,44881,36.81,34.95,0.4,1.15,198.25,36.2,34.46,0.8,0.47,204.11
2022090800,2043,42816,1,0,0,0,1,47857,59.42,14.04,3.59,2.32,40.02,65.27,20.18,7.04,1.0,244.53
2022090800,2360,46085,1,0,0,0,1,47853,71.2,25.56,3.54,2.91,274.95,64.06,27.92,4.58,0.88,113.16
2022090800,2506,53532,1,0,0,0,1,52494,89.91,13.5,0.66,1.6,348.15,89.8,13.56,0.92,2.51,285.21
2022090800,2648,43294,1,0,0,0,1,46076,63.92,31.81,1.66,0.6,25.03,63.74,32.26,0.45,0.95,27.2
2022090800,2688,47862,1,0,0,0,1,52536,100.06,27.41,6.87,3.85,158.55,99.83,26.99,6.69,2.43,151.22
2022090800,3341,46190,1,0,0,0,1,47853,89.68,23.03,3.64,4.54,289.19,89.46,25.4,5.33,1.63,260.49
2022090800,3431,44976,1,0,0,0,1,53678,65.78,47.77,4.24,5.43,56.11,66.14,47.9,3.18,1.43,91.68
2022090800,3576,40107,1,0,0,0,1,44881,25.97,15.91,4.46,1.84,7.17,26.73,16.5,5.54,0.74,357.94
2022091100,522,38592,1,0,0,0,1,48415,80.77,43.77,1.42,1.3,323.04,82.86,41.75,5.26,1.49,295.08
2022091100,762,55173,1,0,0,0,1,37101,42.36,27.78,1.8,0.97,289.94,42.33,28.12,2.69,2.49,283.6
2022091100,1046,44851,1,0,0,0,1,39975,30.35,29.57,4.77,2.79,9.7,35.12,33.31,6.21,0.88,262.39
2022091100,1359,41257,1,0,0,0,1,45355,71.18,38.48,3.97,4.21,133.3,72.87,36.85,1.05,1.97,242.07
2022091100,1651,38607,1,0,0,0,1,39975,45.22,32.08,1.45,4.49,135.46,47.07,29.01,4.88,1.44,298.3
2022091100,2683,40017,1,0,0,0,1,42345,108.51,36.36,7.95,0.28,318.16,97.77,36.88,7.99,1.46,53.38
2022091100,3119,52424,1,0,0,0,1,52942,60.5,4.07,5.12,4.21,207.83,53.96,1.93,5.34,2.74,111.05
